2020-06-16 00:34:11,667 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-06-16 00:34:11,701 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-06-16 00:34:11,703 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-06-16 00:34:11,703 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-06-16 00:34:11,726 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-06-16 00:34:11,727 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-06-16 00:34:11,790 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-06-16 00:37:51,477 INFO  SwAddin.cs: 271 - Assembly export called for file microwave oven
2020-06-16 00:37:56,983 INFO  SwAddin.cs: 290 - Saving assembly
2020-06-16 00:37:57,253 INFO  SwAddin.cs: 293 - Opening property manager
2020-06-16 00:37:57,278 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from microwave oven
2020-06-16 00:37:57,285 INFO  ExportHelperExtension.cs: 1142 - Found 36 in microwave oven
2020-06-16 00:37:57,286 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in microwave oven
2020-06-16 00:37:57,287 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-06-16 00:37:57,288 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2020-06-16 00:37:57,290 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from microwave oven door-1
2020-06-16 00:37:57,291 INFO  ExportHelperExtension.cs: 1142 - Found 69 in microwave oven door-1
2020-06-16 00:37:57,292 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in microwave oven door-1
2020-06-16 00:37:57,292 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from microwave oven dish-1
2020-06-16 00:37:57,293 INFO  ExportHelperExtension.cs: 1142 - Found 30 in microwave oven dish-1
2020-06-16 00:37:57,293 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in microwave oven dish-1
2020-06-16 00:37:57,294 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from microwave oven controls-1
2020-06-16 00:37:57,294 INFO  ExportHelperExtension.cs: 1142 - Found 56 in microwave oven controls-1
2020-06-16 00:37:57,295 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in microwave oven controls-1
